# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep  1 22:14:37 2021
#
# User preference: *
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_bmvj,st_jmh2,st_hmk2,st_jmk2
EPIC 212757601,EPIC 212757601.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,6,0,1.01796800,2457221.068400,,0.0400000,1.4000,,,0.43930,36.100,3.220,,,,,,,,,0.75,,16.825,,,19.201,17.493,16.838,16.538,16.354,15.349,14.861,14.774,,0.488,0.087,0.575
EPIC 212757601,EPIC 212757601.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,1.01800000,2457218.013000,0.979400,0.0550800,0.0000,,,0.09896,,,,,,,,,,,,,16.825,,,19.201,17.493,16.838,16.538,16.354,15.349,14.861,14.774,,0.488,0.087,0.575
EPIC 212768333,EPIC 212768333.02,K2-198 d,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,7.45000000,2457221.023000,0.068100,0.1087500,0.0030,,,0.02610,,,,,,,,,,,,,11.022,11.798,10.971,,11.661,10.956,10.748,,9.741,9.313,9.228,0.827,0.428,0.085,0.513
EPIC 212768333,EPIC 212768333.01,K2-198 c,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,6,1,3.35900000,2457218.397000,0.018000,0.0591700,0.0540,,,0.01330,,,,,,,,,,,,,11.022,11.798,10.971,,11.661,10.956,10.748,,9.741,9.313,9.228,0.827,0.428,0.085,0.513
EPIC 212768333,EPIC 212768333.03,K2-198 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,17.04300000,2457221.610000,0.173700,0.1075400,0.0660,,,0.04167,,,,,,,,,,,,,11.022,11.798,10.971,,11.661,10.956,10.748,,9.741,9.313,9.228,0.827,0.428,0.085,0.513
EPIC 212768333,EPIC 212768333.02,K2-198 d,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,6,1,7.44976000,2457221.026590,0.108200,0.1251000,,,15.800000,0.03230,2.820,0.252,,,,,,,,,0.80,,11.022,11.798,10.971,,11.661,10.956,10.748,,9.741,9.313,9.228,0.827,0.428,0.085,0.513
EPIC 212768333,EPIC 212768333.03,K2-198 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,6,1,17.04354000,2457221.611110,0.273700,0.1233000,,,43.000000,0.04900,4.280,0.382,,,,,,,,,0.80,,11.022,11.798,10.971,,11.661,10.956,10.748,,9.741,9.313,9.228,0.827,0.428,0.085,0.513
EPIC 212768333,EPIC 212768333.03,K2-198 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,Candidate identifier changed to match previous publication.,6,0,17.04317900,2457221.611790,,,,89.397,42.001955,0.04850,4.119,0.370,,2.740000e-04,,,5262.00,4.63,-0.160,[Fe/H],0.78,,11.022,11.798,10.971,,11.661,10.956,10.748,,9.741,9.313,9.228,0.827,0.428,0.085,0.513
EPIC 212772113,EPIC 212772113.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,6,1,8.95366000,2457223.803300,0.142000,0.0373000,,,68.000000,0.03610,3.320,0.296,,,,,,,,,0.84,,13.747,14.950,14.015,,14.431,13.676,13.454,,12.286,11.797,11.701,0.935,0.489,0.096,0.585
EPIC 212772113,EPIC 212772113.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,8.95300000,2457223.806000,0.117800,0.0338300,0.1240,,,0.03432,,,,,,,,,,,,,13.747,14.950,14.015,,14.431,13.676,13.454,,12.286,11.797,11.701,0.935,0.489,0.096,0.585
EPIC 212772313,EPIC 212772313.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,37.36197300,2457226.373960,,,,87.288,19.870685,0.02252,2.744,0.240,,3.230000e-02,,,5675.00,4.25,0.030,[Fe/H],1.12,,10.471,11.271,10.702,,10.968,10.436,10.258,,9.402,9.110,8.981,0.569,0.292,0.129,0.421
EPIC 212773272,EPIC 212773272.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,6,1,4.68174300,2457222.664960,,0.0854000,0.3200,,,0.19870,5.400,0.480,,,,,,,,,0.25,,14.965,,,,,,,,12.597,11.946,11.701,,0.651,0.245,0.896
EPIC 212773272,EPIC 212773272.01,,FALSE POSITIVE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,6,0,4.68189000,2457222.666000,,,,85.450,15.440000,0.63000,29.410,2.624,,9.400000e-01,,,,,,,,,14.965,,,,,,,,12.597,11.946,11.701,,0.651,0.245,0.896
EPIC 212773309,EPIC 212773309.01,,FALSE POSITIVE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,6,1,4.68199000,2457222.665000,,,,85.630,16.870000,0.75400,48.330,4.312,,8.500000e-01,,,,,,,,,11.391,12.815,11.727,,12.284,11.427,11.009,,9.802,9.272,9.114,1.088,0.530,0.158,0.688
EPIC 212779596,EPIC 212779596.02,K2-199 c,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,6,0,7.37468900,2457222.930380,,0.1021000,0.4800,,,0.03940,3.000,0.270,,,,,,,,,0.70,,11.930,13.323,12.289,,12.796,11.859,11.559,,10.277,9.726,9.625,1.034,0.551,0.101,0.652
EPIC 212779596,EPIC 212779596.01,K2-199 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,6,0,3.22534900,2457221.964120,,0.0850000,0.5200,,,0.02450,1.900,0.170,,,,,,,,,0.70,,11.930,13.323,12.289,,12.796,11.859,11.559,,10.277,9.726,9.625,1.034,0.551,0.101,0.652
EPIC 212779596,EPIC 212779596.02,K2-199 c,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,0,7.37449700,2457222.930020,,,,88.893,22.106383,0.03897,2.837,0.250,,1.000000e-04,,,4681.00,4.69,-0.230,[Fe/H],0.67,,11.930,13.323,12.289,,12.796,11.859,11.559,,10.277,9.726,9.625,1.034,0.551,0.101,0.652
EPIC 212779596,EPIC 212779596.02,K2-199 c,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,7.37400000,2457222.930000,0.143100,0.0965000,0.1300,,,0.03783,,,,,,,,,,,,,11.930,13.323,12.289,,12.796,11.859,11.559,,10.277,9.726,9.625,1.034,0.551,0.101,0.652
EPIC 212779596,EPIC 212779596.01,K2-199 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,0,3.22542300,2457218.737870,,,,87.182,10.656216,0.02585,1.882,0.170,,1.000000e-04,,,4681.00,4.69,-0.230,[Fe/H],0.67,,11.930,13.323,12.289,,12.796,11.859,11.559,,10.277,9.726,9.625,1.034,0.551,0.101,0.652
EPIC 212779596,EPIC 212779596.01,K2-199 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,3.22500000,2457218.739000,0.058000,0.0761200,0.0200,,,0.02410,,,,,,,,,,,,,11.930,13.323,12.289,,12.796,11.859,11.559,,10.277,9.726,9.625,1.034,0.551,0.101,0.652
EPIC 212779596,EPIC 212779596.02,K2-199 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,6,1,7.37426000,2457222.932790,0.173900,0.1072000,,,20.300000,0.03870,2.450,0.219,,,,,,,,,0.58,,11.930,13.323,12.289,,12.796,11.859,11.559,,10.277,9.726,9.625,1.034,0.551,0.101,0.652
EPIC 212779596,EPIC 212779596.01,K2-199 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,6,1,3.22536900,2457218.737850,0.072600,0.0861000,,,11.200000,0.02511,1.593,0.142,,,,,,,,,0.58,,11.930,13.323,12.289,,12.796,11.859,11.559,,10.277,9.726,9.625,1.034,0.551,0.101,0.652
EPIC 212782836,EPIC 212782836.01,K2-279 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,7.12500000,2457222.120000,0.015300,0.1172500,0.0920,,,0.01238,,,,,,,,,,,,,11.574,12.327,11.491,,12.076,11.566,11.359,,10.431,10.091,9.994,0.836,0.340,0.097,0.437
EPIC 212782836,EPIC 212782836.01,K2-279 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,6,1,7.12471000,2457222.124400,0.020700,0.1280000,,,15.900000,0.01330,1.244,0.111,,,,,,,,,0.86,,11.574,12.327,11.491,,12.076,11.566,11.359,,10.431,10.091,9.994,0.836,0.340,0.097,0.437
EPIC 212782836,EPIC 212782836.01,K2-279 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,6,0,7.12229700,2457222.133970,,0.1308000,0.4900,,,0.01260,1.000,0.090,,,,,,,,,0.76,,11.574,12.327,11.491,,12.076,11.566,11.359,,10.431,10.091,9.994,0.836,0.340,0.097,0.437
EPIC 212796016,EPIC 212796016.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,3.21600000,2457217.935000,0.030800,0.0559600,0.0000,,,0.01754,,,,,,,,,,,,,14.209,16.340,14.851,,15.663,14.230,13.586,,12.115,11.434,11.308,1.489,0.681,0.126,0.807
EPIC 212797028,EPIC 212797028.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,6,1,29.97888400,2457230.471690,,0.2654000,0.8500,,,0.14810,15.300,1.360,,,,,,,,,0.94,,13.097,14.022,13.284,,13.610,13.103,12.878,,11.909,11.679,11.538,0.738,0.230,0.141,0.371
EPIC 212803289,EPIC 212803289.01,K2-99 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,6,0,18.25221300,2457233.824850,,0.4604000,0.3800,,,0.03850,8.300,0.740,,,,,,,,,1.98,,11.014,11.750,11.149,,11.332,10.957,10.878,,10.024,9.755,9.720,0.601,0.269,0.035,0.304
EPIC 212803289,EPIC 212803289.01,K2-99 b,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,0,18.24870800,2457233.825970,,,,87.633,11.418816,0.04243,10.536,0.940,,,,,6033.00,3.78,0.150,[Fe/H],2.28,,11.014,11.750,11.149,,11.332,10.957,10.878,,10.024,9.755,9.720,0.601,0.269,0.035,0.304
EPIC 212803289,EPIC 212803289.01,K2-99 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,6,1,18.24841000,2457233.825820,0.193000,0.4790000,,,11.100000,0.04220,12.480,1.113,,,,,,,,,2.71,,11.014,11.750,11.149,,11.332,10.957,10.878,,10.024,9.755,9.720,0.601,0.269,0.035,0.304
EPIC 212803289,EPIC 212803289.01,K2-99 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,18.25000000,2457233.823000,0.177600,0.4528300,0.3430,,,0.04214,,,,,,,,,,,,,11.014,11.750,11.149,,11.332,10.957,10.878,,10.024,9.755,9.720,0.601,0.269,0.035,0.304
EPIC 212813907,EPIC 212813907.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,6,1,6.72511000,2457221.835000,0.280000,0.0451000,,,42.800000,0.05090,4.370,0.390,,,,,,,,,0.79,,14.070,15.343,14.296,,14.828,13.960,13.745,,12.531,12.052,11.971,1.047,0.479,0.081,0.560
EPIC 212813907,EPIC 212813907.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,6.72500000,2457221.836000,0.242500,0.0383700,0.1560,,,0.04925,,,,,,,,,,,,,14.070,15.343,14.296,,14.828,13.960,13.745,,12.531,12.052,11.971,1.047,0.479,0.081,0.560
EPIC 212821706,EPIC 212821706.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,6,1,13.88830000,2457222.193600,0.055800,0.1390000,,,28.300000,0.02260,1.460,0.130,,,,,,,,,0.59,,13.475,15.003,13.867,,14.478,13.424,13.045,,11.782,11.226,11.138,1.136,0.556,0.088,0.644
EPIC 212828909,EPIC 212828909.01,K2-200 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,2.85000000,2457218.558000,0.025000,0.0554200,0.1320,,,0.01581,,,,,,,,,,,,,12.244,13.380,12.459,,12.936,12.181,11.948,,10.877,10.460,10.375,0.921,0.417,0.085,0.502
EPIC 212828909,EPIC 212828909.01,K2-200 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,0,2.84988300,2457218.560880,,,,87.968,13.198523,0.01580,1.364,0.120,,1.110000e-04,,,5233.00,4.71,-0.040,[Fe/H],0.79,,12.244,13.380,12.459,,12.936,12.181,11.948,,10.877,10.460,10.375,0.921,0.417,0.085,0.502
EPIC 212828909,EPIC 212828909.01,K2-200 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,6,1,2.85009000,2457218.555300,0.027300,0.0559000,,,14.200000,0.01580,1.380,0.123,,,,,,,,,0.80,,12.244,13.380,12.459,,12.936,12.181,11.948,,10.877,10.460,10.375,0.921,0.417,0.085,0.502
EPIC 212833814,EPIC 212833814.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,6,1,27.79850000,2457236.125600,0.025500,0.4850000,,,16.300000,0.01524,2.470,0.220,,,,,,,,,1.48,,10.724,11.468,10.892,,11.185,10.707,10.527,,9.698,9.367,9.335,0.576,0.331,0.032,0.363
EPIC 212839127,EPIC 212839127.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,6,1,20.64149200,2457238.339330,,0.1679000,1.1100,,,0.43100,49.500,4.420,,,,,,,,,1.05,,13.330,14.037,13.381,,13.705,13.254,13.169,,12.284,12.081,11.953,0.656,0.203,0.128,0.331
EPIC 213123443,EPIC 213123443.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,0.54612700,2457301.950300,0.039230,0.1320000,,,1.137000,0.07200,11.300,1.010,,,,,,,,,1.45,,11.951,12.490,12.095,,12.161,11.881,11.683,,10.988,10.791,10.713,0.395,0.197,0.078,0.275
EPIC 213408445,EPIC 213408445.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,2.49686000,2457302.009300,0.069200,0.2840000,,,1.419000,0.07200,90.000,8.000,,,,,,,,,11.00,,13.539,15.283,13.967,,14.608,13.489,13.081,,11.499,10.800,10.633,1.316,0.699,0.167,0.866
EPIC 213462890,EPIC 213462890.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,5.84643000,2457306.732710,1.521000,0.0820000,,,17.500000,0.13600,10.400,0.928,,,,,,,,,0.70,,15.248,,,,,,,,13.029,12.362,12.181,,0.667,0.181,0.848
EPIC 213546283,EPIC 213546283.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,7,0,9.76915500,2457312.131140,,0.1242000,0.4800,,,0.02770,3.300,0.290,,,,,,,,,1.10,,12.031,12.624,12.207,,12.539,12.033,11.813,,10.847,10.480,10.436,0.417,0.367,0.044,0.411
EPIC 213546283,EPIC 213546283.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,7,0,9.77018600,2457302.356840,,,,88.885,22.914391,0.02944,3.193,0.280,,,,,5631.00,4.29,-0.150,[Fe/H],0.99,,12.031,12.624,12.207,,12.539,12.033,11.813,,10.847,10.480,10.436,0.417,0.367,0.044,0.411
EPIC 213546283,EPIC 213546283.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,9.77060000,2457302.354200,0.098800,0.1345000,,,21.100000,0.02920,3.800,0.340,,,,,,,,,1.20,,12.031,12.624,12.207,,12.539,12.033,11.813,,10.847,10.480,10.436,0.417,0.367,0.044,0.411
EPIC 213546283,EPIC 213546283.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,7,0,9.76897000,2457312.131300,,,0.5600,,21.400000,0.02870,,,,,,,5388.00,,,,1.20,,12.031,12.624,12.207,,12.539,12.033,11.813,,10.847,10.480,10.436,0.417,0.367,0.044,0.411
EPIC 213703832,EPIC 213703832.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,7,1,0.51551300,2457311.466080,,0.0546000,0.6900,,,0.04090,3.400,0.300,,,,,,,,,0.75,,13.870,,,,,,,,12.429,11.904,11.853,,0.525,0.051,0.576
EPIC 213715787,EPIC 213715787.01,K2-147 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,7,1,0.96191600,2457301.946720,0.065400,0.0429000,,,6.490000,0.02430,0.820,0.073,,,,,,,,,0.31,,13.355,15.468,14.019,,14.813,13.424,12.730,,10.835,10.186,9.997,1.449,0.649,0.189,0.838
EPIC 213722591,EPIC 213722591.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,6.78260000,2457302.877000,0.063300,0.1130000,,,16.600000,0.02450,1.880,0.168,,,,,,,,,0.70,,13.470,14.563,13.690,,14.086,13.340,13.206,,12.025,11.522,11.442,0.873,0.503,0.080,0.583
EPIC 213748480,EPIC 213748480.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,3.12951000,2457304.184600,0.089800,0.1650000,,,2.520000,0.08600,18.600,1.660,,,,,,,,,1.99,,12.034,12.061,12.192,,12.077,12.020,11.934,,11.350,11.271,11.273,-0.131,0.079,-0.002,0.077
EPIC 213817056,EPIC 213817056.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,13.61242000,2457311.944400,0.145300,0.1260000,,,32.300000,0.03510,3.030,0.270,,,,,,,,,0.79,,12.964,14.303,13.171,,13.737,,,,11.101,10.610,10.455,1.132,0.491,0.155,0.646
EPIC 213817056,EPIC 213817056.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,7,0,13.61358000,2457311.944950,,,,88.049,23.163475,0.03988,3.397,0.300,,3.600000e-01,,,4863.00,4.38,0.270,[Fe/H],0.78,,12.964,14.303,13.171,,13.737,,,,11.101,10.610,10.455,1.132,0.491,0.155,0.646
EPIC 213840781,EPIC 213840781.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,7,1,12.36453100,2457323.027400,,0.1192000,1.0300,,,0.43630,36.300,3.240,,,,,,,,,0.76,,13.727,14.976,14.087,,14.483,13.727,13.404,,12.342,11.926,11.787,0.889,0.416,0.139,0.555
EPIC 213919434,EPIC 213919434.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,6.79867000,2457307.752500,0.043600,0.1150000,,,10.800000,0.02540,4.400,0.390,,,,,,,,,1.60,,11.893,12.706,11.786,,11.926,11.882,11.827,,11.027,10.960,10.841,0.920,0.067,0.119,0.186
